date,region,warehouse_id,warehouse_location,service,instance_type,storage_type,pricing_model,usage_quantity,usage_unit,total_cost,discount_%,environment,application,operation_type,order_count,shipment_volume,total_cost_(derived),effective_cost_(derived),month,cost_per_unit,cloud_provider
2024-11-18,us-east-1,wh-0840,"phoenix, usa",analytics,c5.xlarge,archive,preemptible,47842.92,gb-month,0.0987,36.46,production,inventoryplanner,modeltraining,14548,27087.08,4722.1,3000.42,2024-11,2.0630011713331877e-06,AWS
2024-11-18,ap-southeast-1,wh-1970,"frankfurt, de",data transfer,t3.medium,cold,on-demand,148884.38,gb,0.064,23.29,development,financeops,forecasting,1689,57912.62,9528.6,7309.39,2024-11,4.2986376408324365e-07,GCP
2024-11-18,us-east-1,wh-1537,"singapore, sg",analytics,n2-standard-4,hdd,savings plan,360.7,tb,0.9877,22.96,development,inventoryplanner,orderprocessing,6126,35287.64,356.26,274.46,2024-11,0.0027382866648184086,Azure
2024-11-18,eu-central-1,wh-1343,"frankfurt, de",storage,standard_d4s_v5,ssd,reserved,2944.94,tb,0.3429,29.0,qa,vendorportal,modeltraining,9400,49980.12,1009.82,716.97,2024-11,0.00011643700720557973,GCP
2024-11-18,eu-west-1,wh-1373,"frankfurt, de",database,standard_d4s_v5,hdd,savings plan,26372.8,vcpu-hours,1.2212,27.03,staging,ordermgmt,inventorysync,10943,43139.17,32206.46,23501.05,2024-11,4.630528423223928e-05,GCP
2024-11-18,ap-southeast-1,wh-1532,"chennai, in",serverless,r6g.large,cold,reserved,1252.87,tb,1.0473,24.13,production,vendorportal,dataingest,2588,13299.6,1312.13,995.51,2024-11,0.000835920726013074,GCP
2024-11-18,eu-central-1,wh-1201,"dublin, ie",storage,t3.medium,archive,reserved,5100.82,vcpu-hours,0.2558,26.54,uat,routeoptimizer,shipmenttracking,13377,16464.79,1304.79,958.5,2024-11,5.0148799604769436e-05,Azure
2024-11-18,eu-west-1,wh-2039,"rotterdam, nl",compute,c5.xlarge,block,on-demand,1271398.0,requests,0.5269,8.49,staging,shipmenttracker,etl,8828,52217.25,669899.61,613025.13,2024-11,4.1442569517963693e-07,Azure
2024-11-18,sa-east-1,wh-0862,"dublin, ie",database,c5.xlarge,hdd,spot,30707.27,vcpu-hours,1.571,21.77,staging,vendorportal,forecasting,6628,23071.8,48241.12,37739.03,2024-11,5.116052322463052e-05,Azure
2024-11-18,eu-west-1,wh-1563,"singapore, sg",cdn,standard_d4s_v5,ssd,on-demand,53855.28,gb-month,0.5531,31.8,production,procurementhub,routeoptimization,12248,18788.9,29787.36,20314.98,2024-11,1.0270116504825527e-05,AWS
2024-11-18,sa-east-1,wh-0191,"frankfurt, de",database,c5.xlarge,object,preemptible,1729.72,tb,2.3164,27.77,uat,warehousesync,modeltraining,12295,56587.17,4006.72,2894.05,2024-11,0.001339176282866591,Azure
2024-11-18,us-west-2,wh-2399,"phoenix, usa",analytics,f2s_v2,hdd,savings plan,1146.51,gb-month,1.3886,26.34,development,demandforecast,modeltraining,11212,60243.01,1592.04,1172.7,2024-11,0.0012111538495085084,AWS
2024-11-18,us-west-2,wh-0495,"sao paulo, br",data transfer,c5.xlarge,block,on-demand,5549.52,tb,0.1387,21.21,staging,warehousesync,shipmenttracking,6714,69517.33,769.72,606.46,2024-11,2.4993152560942204e-05,Azure
2024-11-18,ap-south-1,wh-0509,"dallas, usa",database,t3.medium,hdd,spot,13346.74,gb-month,0.6087,39.54,development,routeoptimizer,modeltraining,820,35885.07,8124.16,4911.87,2024-11,4.560664252094519e-05,GCP
2024-11-18,sa-east-1,wh-1139,"phoenix, usa",database,f2s_v2,object,spot,35923.68,gb-month,2.9486,9.36,development,shipmenttracker,shipmenttracking,13143,33013.21,105924.56,96010.02,2024-11,8.207956423172681e-05,Oracle Cloud
2024-11-19,ap-southeast-1,wh-0078,"phoenix, usa",compute,n2-standard-4,hdd,reserved,55760.8,gb,2.007,7.13,uat,vendorportal,etl,9476,7062.61,111911.93,103932.61,2024-11,3.599302735972224e-05,AWS
2024-11-19,ap-south-1,wh-1327,"mumbai, in",compute,m5.large,block,reserved,21216.56,vcpu-hours,1.0384,7.24,qa,financeops,shipmenttracking,2855,37277.31,22031.28,20436.22,2024-11,4.8942901205473454e-05,AWS
2024-11-19,sa-east-1,wh-1271,"phoenix, usa",compute,n2-standard-4,block,preemptible,266491.0,requests,0.2838,7.39,development,inventoryplanner,backup,8313,34696.49,75630.15,70041.08,2024-11,1.0649515368248834e-06,AWS
2024-11-19,ap-south-1,wh-1101,"dublin, ie",storage,n2-standard-4,object,reserved,1701.4,tb,0.3392,3.36,staging,shipmenttracker,backup,929,26837.33,577.11,557.72,2024-11,0.00019936522863524156,GCP
2024-11-19,ap-southeast-1,wh-1507,"phoenix, usa",kubernetes,m5.large,block,savings plan,52164.82,gb-month,1.4416,8.07,staging,ordermgmt,backup,9907,52128.22,75200.8,69132.1,2024-11,2.763548307077452e-05,AWS
2024-11-19,eu-central-1,wh-0981,"singapore, sg",kubernetes,standard_d4s_v5,object,preemptible,35347.13,gb,0.3725,1.37,staging,financeops,etl,10108,8676.7,13166.81,12986.42,2024-11,1.053833790749065e-05,GCP
2024-11-19,us-east-1,wh-1676,"frankfurt, de",networking,standard_d4s_v5,block,preemptible,1680996.0,requests,0.5807,8.75,production,warehousesync,modeltraining,2258,397.76,976154.38,890740.87,2024-11,3.454499594288148e-07,Azure
2024-11-19,us-west-2,wh-1625,"mumbai, in",serverless,f2s_v2,cold,savings plan,945.91,hours,0.0376,0.64,production,warehousesync,inventorysync,5417,44904.65,35.57,35.34,2024-11,3.9750081931684836e-05,AWS
2024-11-19,sa-east-1,wh-0929,"chennai, in",database,r6g.large,ssd,preemptible,282.96,hours,0.2269,3.22,qa,financeops,forecasting,5245,63498.25,64.2,62.13,2024-11,0.0008018801243992084,Oracle Cloud
2024-11-19,ap-southeast-1,wh-0486,"singapore, sg",analytics,f2s_v2,object,on-demand,725.19,tb,0.2003,36.66,staging,routeoptimizer,inventorysync,13099,41993.41,145.26,92.01,2024-11,0.00027620347770928997,GCP
2024-11-19,sa-east-1,wh-2082,"rotterdam, nl",cdn,c5.xlarge,hdd,savings plan,16928.95,vcpu-hours,0.5492,35.97,staging,financeops,dataingest,11846,51407.12,9297.38,5953.11,2024-11,3.244146860850791e-05,AWS
2024-11-19,sa-east-1,wh-1270,"dallas, usa",analytics,r6g.large,cold,preemptible,931.72,hours,0.1314,38.57,qa,demandforecast,etl,10802,10787.85,122.43,75.21,2024-11,0.00014102949383935085,AWS
2024-11-19,ap-south-1,wh-0983,"rotterdam, nl",compute,c5.xlarge,cold,on-demand,47561.36,gb-month,2.1212,27.78,staging,financeops,dataingest,10569,25232.35,100887.16,72860.71,2024-11,4.459922929033148e-05,GCP
2024-11-19,sa-east-1,wh-1621,"chennai, in",kubernetes,c5.xlarge,hdd,on-demand,2316713.0,requests,1.4293,19.88,uat,demandforecast,dataingest,10845,49121.51,3311277.89,2652995.85,2024-11,6.169516897431836e-07,Azure
2024-11-19,eu-west-1,wh-0634,"dublin, ie",serverless,standard_d4s_v5,ssd,on-demand,5043.86,tb,0.7277,39.2,staging,warehousesync,forecasting,9723,41738.87,3670.42,2231.62,2024-11,0.00014427442474612698,GCP
2024-11-19,ap-southeast-1,wh-0248,"frankfurt, de",compute,c5.xlarge,hdd,on-demand,27440.88,vcpu-hours,2.7348,23.54,staging,financeops,etl,11182,860.29,75045.32,57379.65,2024-11,9.966152688980818e-05,AWS
2024-11-19,ap-southeast-1,wh-0240,"dublin, ie",compute,t3.medium,block,preemptible,1181.87,hours,0.1574,4.97,production,warehousesync,dataingest,1827,4734.97,186.03,176.78,2024-11,0.00013317877600751353,GCP
2024-11-19,us-west-2,wh-0134,"mumbai, in",ai/ml,c5.xlarge,block,savings plan,740747.0,requests,1.7421,12.61,uat,ordermgmt,inventorysync,11922,26756.77,1290455.35,1127728.93,2024-11,2.3518151271621755e-06,AWS
2024-11-19,us-east-1,wh-0926,"sao paulo, br",database,n2-standard-4,block,reserved,1106.61,hours,0.5458,9.41,uat,procurementhub,routeoptimization,14081,15732.53,603.99,547.15,2024-11,0.0004932180262242344,Azure
2024-11-19,ap-south-1,wh-2346,"frankfurt, de",data transfer,m5.large,ssd,on-demand,2043575.0,requests,0.0566,25.86,qa,ordermgmt,routeoptimization,12895,36242.57,115666.34,85755.02,2024-11,2.769656117343381e-08,GCP
2024-11-19,ap-southeast-1,wh-0605,"singapore, sg",compute,t3.medium,object,spot,6316.34,tb,0.2373,11.25,staging,shipmenttracker,backup,6513,2309.78,1498.87,1330.25,2024-11,3.7569225215868686e-05,GCP
2024-11-19,us-east-1,wh-2357,"dublin, ie",serverless,m5.large,object,reserved,14467.22,vcpu-hours,1.4006,27.0,development,warehousesync,routeoptimization,12802,50742.75,20262.79,14791.84,2024-11,9.681196525662844e-05,AWS
2024-11-19,eu-central-1,wh-2110,"mumbai, in",compute,m5.large,hdd,savings plan,33579.19,gb,0.8474,6.87,production,ordermgmt,dataingest,10244,43852.56,28455.01,26500.15,2024-11,2.523586780979529e-05,AWS
2024-11-19,us-east-1,wh-0721,"rotterdam, nl",networking,standard_d4s_v5,archive,spot,28726.87,gb-month,0.151,43.84,uat,demandforecast,shipmenttracking,6857,16172.58,4337.76,2436.09,2024-11,5.256402803368415e-06,AWS
2024-11-19,sa-east-1,wh-1410,"rotterdam, nl",networking,t3.medium,archive,savings plan,392.4,hours,1.1083,0.55,staging,vendorportal,shipmenttracking,34,21527.67,434.9,432.51,2024-11,0.0028244138634046893,Oracle Cloud
2024-11-19,ap-south-1,wh-0278,"rotterdam, nl",storage,c5.xlarge,hdd,preemptible,4385.34,vcpu-hours,0.026,29.08,production,inventoryplanner,forecasting,12107,19088.45,114.02,80.86,2024-11,5.928844741798811e-06,GCP
2024-11-20,us-east-1,wh-1074,"chennai, in",cdn,m5.large,cold,preemptible,83743.36,gb,0.434,15.28,development,inventoryplanner,backup,12982,23140.54,36344.62,30791.16,2024-11,5.182500439437825e-06,Azure
2024-11-20,us-west-2,wh-0955,"frankfurt, de",cdn,f2s_v2,ssd,savings plan,1706631.0,requests,0.1845,18.57,qa,shipmenttracker,shipmenttracking,13556,32212.05,314873.42,256401.43,2024-11,1.0810772803259756e-07,AWS
2024-11-20,ap-south-1,wh-1260,"dublin, ie",serverless,t3.medium,hdd,preemptible,497.86,hours,0.4874,35.6,qa,financeops,routeoptimization,2559,8435.47,242.66,156.27,2024-11,0.0009789900775318363,GCP
2024-11-20,eu-west-1,wh-0819,"phoenix, usa",serverless,t3.medium,ssd,on-demand,13533.9,vcpu-hours,0.2452,9.49,development,warehousesync,forecasting,13646,10355.21,3318.51,3003.58,2024-11,1.8117467987793615e-05,Azure
2024-11-20,sa-east-1,wh-0595,"frankfurt, de",storage,f2s_v2,cold,savings plan,589.31,hours,0.0897,38.02,production,ordermgmt,inventorysync,1914,24246.81,52.86,32.76,2024-11,0.00015221190884254468,Azure
2024-11-20,ap-southeast-1,wh-1941,"singapore, sg",data transfer,r6g.large,cold,savings plan,2035836.0,requests,0.1604,21.39,production,ordermgmt,orderprocessing,3104,23879.61,326548.09,256699.45,2024-11,7.878827174684011e-08,AWS
2024-11-20,us-east-1,wh-1340,"sao paulo, br",kubernetes,n2-standard-4,object,reserved,202.37,hours,0.271,16.47,uat,ordermgmt,shipmenttracking,1357,39617.18,54.84,45.81,2024-11,0.0013391312941641548,AWS
2024-11-20,eu-west-1,wh-0752,"mumbai, in",kubernetes,r6g.large,ssd,savings plan,2643.7,tb,1.276,34.65,qa,inventoryplanner,shipmenttracking,2653,66142.93,3373.36,2204.49,2024-11,0.00048265688239966715,GCP
2024-11-20,us-east-1,wh-1499,"rotterdam, nl",networking,t3.medium,hdd,spot,38107.0,vcpu-hours,0.7528,7.95,production,ordermgmt,modeltraining,9673,26188.19,28686.95,26406.34,2024-11,1.9754900674416773e-05,AWS
2024-11-20,ap-southeast-1,wh-1711,"mumbai, in",compute,standard_d4s_v5,archive,savings plan,4923.03,tb,1.5343,26.42,staging,ordermgmt,routeoptimization,14259,1475.73,7553.4,5557.79,2024-11,0.0003116576579870527,AWS
2024-11-20,ap-southeast-1,wh-2474,"dublin, ie",analytics,f2s_v2,ssd,on-demand,3235.31,tb,1.1304,43.66,qa,financeops,backup,11797,28025.19,3657.19,2060.46,2024-11,0.0003493946484262714,AWS
2024-11-20,us-east-1,wh-0096,"rotterdam, nl",networking,n2-standard-4,ssd,on-demand,1232.58,hours,0.8237,27.06,production,shipmenttracker,dataingest,11320,39371.2,1015.28,740.55,2024-11,0.000668273053270376,Azure
2024-11-20,eu-central-1,wh-0980,"sao paulo, br",analytics,c5.xlarge,archive,preemptible,20738.81,vcpu-hours,0.1922,28.28,qa,financeops,routeoptimization,13390,18445.6,3986.0,2858.76,2024-11,9.267648433058598e-06,Azure
2024-11-20,ap-south-1,wh-1976,"phoenix, usa",cdn,m5.large,ssd,savings plan,2999539.0,requests,0.3022,15.6,uat,procurementhub,dataingest,6798,42191.52,906460.69,765052.82,2024-11,1.0074881506791545e-07,GCP
2024-11-20,eu-west-1,wh-1965,"dallas, usa",data transfer,c5.xlarge,cold,preemptible,59177.78,gb-month,0.1794,25.01,production,routeoptimizer,routeoptimization,3884,4996.94,10616.49,7961.31,2024-11,3.0315432582972867e-06,AWS
2024-11-20,sa-east-1,wh-2368,"dallas, usa",storage,m5.large,archive,reserved,1836085.0,requests,0.1183,10.41,production,warehousesync,shipmenttracking,2266,6209.46,217208.86,194597.42,2024-11,6.443056830157646e-08,Oracle Cloud
2024-11-20,ap-south-1,wh-0260,"chennai, in",analytics,f2s_v2,hdd,on-demand,672.01,tb,1.1836,5.57,uat,shipmenttracker,modeltraining,6825,62830.07,795.39,751.09,2024-11,0.0017612833142363954,GCP
2024-11-20,eu-west-1,wh-0043,"singapore, sg",kubernetes,c5.xlarge,object,spot,6608.73,gb-month,0.677,8.79,production,warehousesync,dataingest,6824,44911.28,4474.11,4080.84,2024-11,0.00010244025705392716,GCP
2024-11-20,us-east-1,wh-0220,"phoenix, usa",compute,n2-standard-4,object,savings plan,116904.6,gb,0.7724,41.72,production,vendorportal,modeltraining,12910,10730.29,90297.11,52625.16,2024-11,6.607096726732737e-06,AWS
2024-11-20,eu-central-1,wh-1417,"phoenix, usa",analytics,standard_d4s_v5,object,spot,18356.07,vcpu-hours,0.8184,34.24,qa,vendorportal,forecasting,7617,4853.11,15022.61,9878.87,2024-11,4.4584706857186755e-05,Azure
2024-11-20,eu-west-1,wh-2338,"singapore, sg",serverless,r6g.large,archive,preemptible,21337.72,vcpu-hours,1.2169,26.69,staging,ordermgmt,orderprocessing,3177,62229.82,25965.87,19035.58,2024-11,5.7030460611536754e-05,GCP
2024-11-20,eu-central-1,wh-0998,"frankfurt, de",ai/ml,t3.medium,archive,on-demand,7169.0,tb,0.6192,39.61,staging,procurementhub,dataingest,269,47418.62,4439.04,2680.74,2024-11,8.63718789231413e-05,AWS
2024-11-20,ap-south-1,wh-0646,"frankfurt, de",kubernetes,standard_d4s_v5,ssd,spot,33326.49,vcpu-hours,0.1388,35.95,staging,routeoptimizer,etl,2327,102.0,4625.72,2962.77,2024-11,4.164855044740686e-06,GCP
2024-11-21,eu-west-1,wh-1790,"dublin, ie",compute,t3.medium,archive,reserved,1605757.0,requests,2.5902,27.32,uat,financeops,backup,3517,2165.53,4159231.78,3022929.66,2024-11,1.6130709690195962e-06,Azure
2024-11-21,ap-south-1,wh-0541,"dallas, usa",kubernetes,t3.medium,archive,savings plan,4134.72,vcpu-hours,1.1013,15.56,uat,vendorportal,backup,193,22275.29,4553.57,3845.03,2024-11,0.0002663541908521012,AWS
2024-11-21,us-west-2,wh-0423,"dallas, usa",ai/ml,n2-standard-4,archive,spot,4834.85,tb,0.7376,34.7,qa,demandforecast,dataingest,7714,50040.42,3566.19,2328.72,2024-11,0.00015255902458194152,AWS
2024-11-21,eu-central-1,wh-1994,"frankfurt, de",cdn,c5.xlarge,block,on-demand,78475.16,gb-month,1.3705,10.01,staging,shipmenttracker,modeltraining,6421,26829.51,107550.21,96784.43,2024-11,1.746412495367961e-05,GCP
2024-11-21,ap-southeast-1,wh-0630,"singapore, sg",database,standard_d4s_v5,ssd,preemptible,4726.93,vcpu-hours,0.1457,1.03,qa,demandforecast,shipmenttracking,10575,26236.23,688.71,681.62,2024-11,3.0823388541823125e-05,GCP
2024-11-21,ap-southeast-1,wh-0019,"singapore, sg",kubernetes,r6g.large,ssd,spot,1387949.0,requests,0.9208,26.6,development,procurementhub,inventorysync,7161,28956.8,1278023.44,938069.2,2024-11,6.634249529341496e-07,AWS
2024-11-21,eu-west-1,wh-0612,"phoenix, usa",serverless,n2-standard-4,hdd,on-demand,1553284.0,requests,0.8219,42.02,staging,warehousesync,etl,11088,61686.51,1276644.12,740198.26,2024-11,5.291369768825276e-07,Azure
2024-11-21,us-west-2,wh-2198,"mumbai, in",storage,n2-standard-4,cold,savings plan,61524.32,gb-month,0.2714,0.24,production,routeoptimizer,forecasting,10768,40629.73,16697.7,16657.63,2024-11,4.41126370840019e-06,AWS
2024-11-21,ap-south-1,wh-1024,"mumbai, in",data transfer,r6g.large,archive,on-demand,15736.06,vcpu-hours,0.0734,7.73,staging,procurementhub,orderprocessing,8099,67548.22,1155.03,1065.75,2024-11,4.664445865102192e-06,AWS
2024-11-21,ap-southeast-1,wh-0582,"dallas, usa",storage,standard_d4s_v5,archive,preemptible,1104.45,hours,0.1827,7.58,staging,warehousesync,shipmenttracking,6226,63784.87,201.78,186.49,2024-11,0.00016542170311014532,GCP
2024-11-21,us-east-1,wh-0017,"chennai, in",data transfer,n2-standard-4,archive,reserved,1082974.0,requests,0.0808,11.1,uat,financeops,etl,6232,27858.26,87504.3,77791.32,2024-11,7.460936273631684e-08,AWS
2024-11-21,sa-east-1,wh-1388,"singapore, sg",database,m5.large,block,savings plan,3322.55,tb,1.5324,36.96,production,vendorportal,backup,7141,46739.79,5091.48,3209.67,2024-11,0.00046121202088757126,AWS
2024-11-21,us-west-2,wh-2319,"dublin, ie",database,n2-standard-4,cold,on-demand,4938.13,tb,2.3813,12.68,production,procurementhub,inventorysync,5877,32553.74,11759.17,10268.11,2024-11,0.0004822270778614577,Azure
2024-11-21,eu-west-1,wh-1323,"frankfurt, de",kubernetes,n2-standard-4,archive,savings plan,436517.0,requests,1.0952,6.12,production,ordermgmt,forecasting,14417,65273.93,478073.42,448815.33,2024-11,2.5089515414061763e-06,GCP
2024-11-21,ap-south-1,wh-2061,"rotterdam, nl",cdn,t3.medium,cold,on-demand,30151.98,vcpu-hours,0.7397,9.69,staging,ordermgmt,inventorysync,4444,32471.63,22303.42,20142.22,2024-11,2.4532385601210933e-05,AWS
2024-11-21,eu-central-1,wh-2204,"chennai, in",storage,m5.large,hdd,preemptible,5636.78,tb,0.1672,35.85,staging,shipmenttracker,backup,2555,68567.49,942.47,604.59,2024-11,2.966232494438314e-05,GCP
2024-11-21,sa-east-1,wh-2388,"singapore, sg",storage,t3.medium,archive,spot,1001.0,hours,0.1822,16.57,production,procurementhub,inventorysync,12411,6535.23,182.38,152.16,2024-11,0.00018201798201798202,AWS
2024-11-21,eu-west-1,wh-2405,"dallas, usa",data transfer,n2-standard-4,block,preemptible,61164.38,gb,0.1281,37.12,qa,routeoptimizer,etl,5242,44599.19,7835.16,4926.75,2024-11,2.0943562249793097e-06,GCP
2024-11-21,ap-southeast-1,wh-0090,"mumbai, in",kubernetes,t3.medium,cold,spot,374021.0,requests,0.1857,27.02,production,routeoptimizer,forecasting,13563,4582.51,69455.7,50688.77,2024-11,4.964961860430297e-07,AWS
2024-11-21,ap-south-1,wh-1342,"dallas, usa",database,m5.large,archive,preemptible,783568.0,requests,2.5628,8.94,production,warehousesync,forecasting,3503,34394.04,2008128.07,1828601.42,2024-11,3.270679762318012e-06,GCP
2024-11-21,eu-west-1,wh-1134,"rotterdam, nl",data transfer,f2s_v2,hdd,savings plan,6055.97,tb,0.2254,24.34,development,warehousesync,routeoptimization,14479,16858.32,1365.02,1032.77,2024-11,3.721947103436774e-05,AWS
2024-11-21,us-east-1,wh-0026,"chennai, in",database,m5.large,ssd,reserved,32297.1,vcpu-hours,2.0716,3.42,qa,shipmenttracker,inventorysync,4033,30638.0,66906.67,64618.46,2024-11,6.414198178783855e-05,Azure
2024-11-21,ap-southeast-1,wh-0988,"singapore, sg",analytics,m5.large,hdd,preemptible,1194.58,hours,1.0901,44.41,uat,inventoryplanner,forecasting,4615,42948.49,1302.21,723.9,2024-11,0.0009125382979792062,GCP
2024-11-21,eu-west-1,wh-1256,"chennai, in",analytics,standard_d4s_v5,block,spot,764827.0,requests,1.3401,33.31,development,inventoryplanner,shipmenttracking,11486,67577.12,1024944.66,683535.59,2024-11,1.7521609462009056e-06,Azure
2024-11-21,eu-west-1,wh-1257,"dublin, ie",analytics,c5.xlarge,cold,preemptible,4137.94,gb-month,0.9907,34.79,uat,demandforecast,backup,14439,28029.34,4099.46,2673.26,2024-11,0.00023941864792626286,AWS
2024-11-21,ap-south-1,wh-0299,"frankfurt, de",data transfer,standard_d4s_v5,hdd,spot,29143.28,gb-month,0.0494,12.09,staging,ordermgmt,orderprocessing,10242,44247.07,1439.68,1265.62,2024-11,1.6950734440323807e-06,AWS
2024-11-22,sa-east-1,wh-1647,"mumbai, in",kubernetes,t3.medium,hdd,savings plan,17413.98,gb-month,1.0416,40.69,production,demandforecast,dataingest,2636,66765.46,18138.4,10757.89,2024-11,5.981401150110429e-05,Oracle Cloud
2024-11-22,ap-south-1,wh-0901,"dublin, ie",data transfer,c5.xlarge,object,spot,9844.04,vcpu-hours,0.0538,5.65,staging,vendorportal,shipmenttracking,14865,68352.34,529.61,499.69,2024-11,5.465235817814637e-06,AWS
2024-11-22,eu-central-1,wh-0728,"rotterdam, nl",data transfer,t3.medium,block,preemptible,2221735.0,requests,0.2092,43.77,staging,vendorportal,shipmenttracking,1898,36463.56,464786.96,261349.71,2024-11,9.416064472135516e-08,Azure
2024-11-22,eu-west-1,wh-2417,"dallas, usa",data transfer,f2s_v2,object,on-demand,245.59,hours,0.2091,25.99,qa,procurementhub,dataingest,10822,13007.46,51.35,38.0,2024-11,0.0008514190317195326,GCP
2024-11-22,us-east-1,wh-2160,"singapore, sg",networking,m5.large,object,savings plan,2832579.0,requests,0.7337,41.22,staging,financeops,orderprocessing,4474,2955.12,2078263.21,1221603.11,2024-11,2.5902190194871884e-07,AWS
2024-11-22,eu-central-1,wh-1343,"dublin, ie",networking,c5.xlarge,archive,spot,31092.56,gb-month,0.7503,5.82,development,shipmenttracker,forecasting,4914,46616.49,23328.75,21971.02,2024-11,2.4131174789081375e-05,GCP
2024-11-22,eu-central-1,wh-1441,"rotterdam, nl",data transfer,standard_d4s_v5,hdd,spot,101326.54,gb,0.2107,4.96,production,shipmenttracker,forecasting,6984,34476.47,21349.5,20290.56,2024-11,2.0794157187248277e-06,Azure
2024-11-22,sa-east-1,wh-1944,"mumbai, in",networking,t3.medium,hdd,on-demand,23880.74,vcpu-hours,0.8703,26.4,production,demandforecast,modeltraining,4154,14508.77,20783.41,15296.59,2024-11,3.6443594293979164e-05,Oracle Cloud
2024-11-22,sa-east-1,wh-0526,"phoenix, usa",analytics,c5.xlarge,hdd,preemptible,1425003.0,requests,0.9253,7.22,staging,demandforecast,shipmenttracking,12815,30270.92,1318555.28,1223355.59,2024-11,6.493319663186674e-07,Oracle Cloud
2024-11-22,ap-southeast-1,wh-1501,"dublin, ie",database,t3.medium,archive,spot,14096.74,gb-month,0.6795,8.27,uat,inventoryplanner,dataingest,10437,9174.86,9578.73,8786.57,2024-11,4.820263408419252e-05,AWS
2024-11-22,ap-southeast-1,wh-1252,"frankfurt, de",cdn,t3.medium,hdd,spot,3248.94,tb,0.6421,32.01,staging,inventoryplanner,inventorysync,3448,37500.87,2086.14,1418.37,2024-11,0.0001976336897572747,GCP
2024-11-22,ap-south-1,wh-0928,"dallas, usa",data transfer,f2s_v2,archive,spot,149473.61,gb,0.0963,26.73,development,financeops,routeoptimization,7249,23666.32,14394.31,10546.71,2024-11,6.442608832421991e-07,GCP
2024-11-22,ap-southeast-1,wh-1411,"mumbai, in",cdn,n2-standard-4,block,reserved,2454.41,tb,1.0768,18.38,uat,ordermgmt,orderprocessing,13538,16161.95,2642.91,2157.14,2024-11,0.00043872050716872897,GCP
2024-11-22,us-west-2,wh-2255,"sao paulo, br",database,r6g.large,ssd,preemptible,691749.0,requests,0.647,34.87,qa,financeops,shipmenttracking,6712,18743.06,447561.6,291496.87,2024-11,9.353103510088197e-07,Azure
2024-11-22,ap-south-1,wh-1968,"singapore, sg",storage,standard_d4s_v5,cold,savings plan,65142.46,gb,0.0965,7.38,production,demandforecast,shipmenttracking,8332,44774.57,6286.25,5822.32,2024-11,1.481368680273972e-06,GCP
2024-11-22,sa-east-1,wh-1016,"chennai, in",storage,c5.xlarge,hdd,spot,126404.31,gb,0.0465,3.43,production,demandforecast,shipmenttracking,7958,63146.69,5877.8,5676.19,2024-11,3.6786720326229385e-07,Azure
2024-11-22,eu-central-1,wh-1394,"singapore, sg",analytics,standard_d4s_v5,ssd,on-demand,81196.29,gb,1.4665,32.65,production,financeops,forecasting,4343,4594.3,119074.36,80196.58,2024-11,1.806117003621717e-05,GCP
2024-11-22,ap-south-1,wh-0935,"frankfurt, de",cdn,n2-standard-4,object,spot,1431.57,tb,1.135,44.94,qa,inventoryplanner,routeoptimization,11769,49578.32,1624.83,894.63,2024-11,0.0007928358375769261,AWS
2024-11-23,us-east-1,wh-0633,"mumbai, in",analytics,m5.large,object,reserved,73808.57,gb,0.8367,2.43,production,procurementhub,modeltraining,7128,29293.7,61755.63,60254.97,2024-11,1.1336081975304492e-05,Azure
2024-11-23,eu-central-1,wh-1532,"mumbai, in",kubernetes,standard_d4s_v5,archive,savings plan,2709794.0,requests,0.6872,20.6,qa,routeoptimizer,dataingest,13090,30906.45,1862170.44,1478563.33,2024-11,2.535986130311013e-07,AWS
2024-11-23,ap-southeast-1,wh-1688,"dallas, usa",kubernetes,m5.large,archive,reserved,5521.04,tb,1.2907,25.89,production,inventoryplanner,shipmenttracking,11212,58672.7,7126.01,5281.09,2024-11,0.00023377841855882226,GCP
2024-11-23,ap-southeast-1,wh-1842,"phoenix, usa",data transfer,r6g.large,cold,spot,4635.67,tb,0.0841,37.03,qa,procurementhub,backup,13262,59888.67,389.86,245.49,2024-11,1.81419298612714e-05,GCP
2024-11-23,eu-west-1,wh-1509,"rotterdam, nl",database,standard_d4s_v5,archive,on-demand,5660.13,tb,2.2716,28.61,uat,routeoptimizer,orderprocessing,4181,19899.29,12857.55,9179.0,2024-11,0.0004013335382756226,AWS
2024-11-23,us-east-1,wh-1084,"chennai, in",storage,r6g.large,hdd,savings plan,864.0,tb,0.1055,11.2,production,procurementhub,inventorysync,11338,10608.69,91.15,80.94,2024-11,0.00012210648148148147,AWS
2024-11-23,ap-southeast-1,wh-2271,"frankfurt, de",analytics,t3.medium,hdd,on-demand,16798.5,vcpu-hours,0.9112,14.47,development,warehousesync,forecasting,11655,15712.88,15306.79,13091.9,2024-11,5.424293835759145e-05,GCP
2024-11-23,ap-south-1,wh-2098,"phoenix, usa",database,c5.xlarge,hdd,savings plan,4758.54,tb,0.7669,18.03,staging,routeoptimizer,inventorysync,1307,67040.15,3649.32,2991.35,2024-11,0.00016116287768937532,GCP
2024-11-23,us-east-1,wh-1222,"mumbai, in",kubernetes,f2s_v2,block,savings plan,19495.68,gb-month,1.2149,12.64,production,inventoryplanner,shipmenttracking,5272,36358.83,23685.3,20691.48,2024-11,6.231636957520845e-05,AWS
